"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia","ECS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","461606314275.419","531746152479.62","642425620481.797","800684399384.387","917883715770.801","867469307390.335","830924120615.55","808948124105.232","836994777817.101","874667735429.613","1048342595217.04","1251880223274.49","1393407779303.94","1477376772696.15","1761438017132.53","1737588472837.11","1841471501371.49","1687055759422.95","1911015061877.16","2362404946691.81","2462244467636.83","2465392620848.97","2505399859507.19","2485115131754.09","2612667781132.01","2638622019071.16","2791793696015.91","3336578459987.74","4081503231283.01","4496353289821.54","5160822843446.91","6051878429228.07","6886854102057.13","5230636965768.94","5972025527935.85","7148250567901.57","6938243854877.39","7170484983373.71","7208657456211.21","6210717421319.4","6156458052488.63","6794790278380.31","7478211497358.43","7270811146351.25","6727835658031.62","8372779893715.28",
"Ecuador","ECU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","1307200000","1400800000","1529200000","2150500000","2520000000","2527000000","2327000000","2348000000","2621000000","2905000000","2200000000","2021000000","2205000000","2354000000","2724000000","2851000000","3101000000","3135850000","3935910000","4460310000","4919420000","5356470000","4322150000","4611490000","5051684520","4813295870.85","5251182681.8","6440426912","7962153640.66667","10461690880.6726","13170091670.2452","14864155481.6262","19454767463.4224","14406025923.6318","18131092037.8198","23076323024.1758","24562898323.1091","25580775039.4462","26590481332.9437","19042747807.6294","17413375499.0811","19549069027.4264","22157179400.2841","22773849435.844","20591148347.5829","27235945642.1046",
"Egypt, Arab Rep.","EGY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1973907826.30917","1938896773.46034","2424000003.46286","3853571434.07653","3998714291.42674","4018000005.74","3693000005.27571","3864142859.44294","3835571428.57143","2632285714.28571","3115142857.14286","2769714285.71429","3118818181.81819","3924000000","4164000000","3670000000","3545000000","4044000000","4670000000","4779000000","5525300000","4403000000","5236500000","7061000000","7024900000","7117700000","8987300000","12319600000","16073200000","20545600000","24454600000","29849000000","23089300000","25024200000","27913400000","26834500000","26533700000","25268700000","19030900000","20018300000","23339400000","28045807000","28472107000","25049007000","36442200000",
"Euro area","EMU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","275750953049.419","305477867716.851","352357432624.255","424112833415.55","531040765403.775","589566383976.839","555702227044.615","536792478800.121","519834962367.353","534805871937.292","561778432699.27","703996837002.624","844157935642.753","944627297831.496","1009578294042.88","1219846158059.34","1207465771315.19","1288611560846.77","1164846557668.7","1320194605646.09","1646500051745.9","1686916050652.46","1666099020545.09","1739757824486.11","1724989008641.09","1757051409424.76","1783656590630.81","1886748715578.08","2263658404891.66","2742401085559.72","2945910843192.95","3321340334594.77","3936006897005.33","4340555442860.61","3354785333440.98","3723058621305.25","4368597071933.18","4202246043788.74","4377836031835.71","4465109994506.34","3938440008674.45","3973388119161.06","4347813809462.05","4739653719382.54","4579336748895.54","4264062222625.34","5210590167169.04",
"Eritrea","ERI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16385553.2651153","41863090.3541665","77931289.9194507","85919591.8931239","97918681.9582083","56381306.1182626","28092401.1821478","20678663.2410041","36808601.8041237","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","7821050191.67188","9015180711.17643","10600891398.1145","13491229192.842","18356978259.2883","20546771286.8606","20973667222.4509","21288329911.1421","20004108399.523","22964530676.3909","23959552537.1693","26875768096.4645","33861409837.0844","39945426891.8287","43783030149.9251","55657617113.9207","60166814752.7761","65847035600.8744","62018683095.783","73968443401.3603","93490417576.2292","103236926608.264","107554906595.805","111179652835.47","114768537034.727","117680994767.659","118911233064.42","127738943901.053","158380133868.016","186630563855.411","195073930627.475","213661282299.758","262113097280.688","285322727190.14","229830701310.588","254565471687.301","304217312788.844","291515484569.747","316521411544.486","321490862992.75","280504041252.895","287115703485.671","317495895728.123","344006673513.251","329959857895.234","303655699926.722","379192144982.107",
"Estonia","EST","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460704442.155676","802659772.746105","995147150.209888","1296073530.32741","1381151001.44151","1703041667.23994","1866911681.5347","1660900216.94836","1899671626.13249","2083603333.18461","2410337384.8692","3304958150.3479","4384188267.32323","5730412672.49101","6977192637.62137","9388339875.93036","10546418657.3924","7395356975.82539","9910386285.20099","14456267678.8213","13807600113.4806","14563648094.0192","14643222703.9365","11862878802.1072","12435597761.9043","13525047598.624","14870729657.9268","14911482886.294","15210699545.8013","19325714948.988",
"Ethiopia","ETH","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","333285024.315597","306183575.027142","430338164.459101","419323671.700156","374106280.373964","402801932.56174","402608695.846671","416811594.308992","332850241.545894","477149758.454106","355217391.304348","400000000","443816425.120773","291980676.328502","167632850.241546","169883574.879227","198840000","371965735.317688","423017569.044172","417479306.65449","588275137.450877","560345145.527226","467354433.974749","486065462.144673","508324153.032409","550935675.339046","496388183.042897","678301895.403606","917349757.398932","1055546060.46229","1350794630.05577","1718581217.45734","1694678620.95028","2479500107.65786","3029375494.38378","3257974058.93415","3014456726.22335","3418298315.4887","2920026146.26227","2810825746.44823","3030123287.55003","2705000196.27973","2745929326.97562","3252826739.31433","3929967918.62501",
"European Union","EUU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","331889408254.521","366244981910.926","418371853250.084","500556923525.439","624331623587.13","694457920095.102","653667558932.536","629034585111.054","614759762674.031","634241549901.921","659726329693.734","812935821506.345","969008118002.646","1079084939609.16","1143913884791.57","1361009779372.66","1341161120048.69","1427166051522.45","1290908734747.1","1466688905930.96","1839523853061.9","1889214236622.46","1869196944742.47","1956302060594.22","1941787833558.24","1994205606218.13","2025552663292.75","2152072500540.91","2594786078622.24","3163517439385.68","3416458397917.3","3875227117667.47","4612263295419.06","5128835535559.21","3960351638852.78","4422479754660.43","5199793060880.71","4989967136666.51","5198561153291.12","5320316179502.21","4688490484357.11","4736648817399.2","5203260029751.8","5681815382846.86","5518193587742.49","5183392554993.47","6331999322419.18",
"Fragile and conflict affected situations","FCS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69027648074.2677","67163819642.7872","76771407799.11","78613775191.0263","59499040251.6796","78555906878.7979","113662092274.311","104642359956.435","104315688076.493","126365077228.547","175838060814.896","241724176159.116","282015693855.356","336494007016.776","454952548630.369","292335761776.977","378913324890.986","451754043196.441","505853402299.976","475882577353.229","409276240781.472","255320235137.131","215750677722.103","279428802278.849","360609359295.236","362089876138.101","247909874994.308","358568703310.325",
"Finland","FIN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","5508465756.50441","6294638574.51077","7609271346.94617","8503558295.07661","11099776680.7886","14069599975.8196","13661606806.5806","12841855332.0074","12172115935.2368","13086767064.9539","13351143765.3209","16030893468.4666","19107723395.1615","21851474034.5598","22921232969.1828","26139225393.2841","22760613233.032","23815417043.4143","23366648233.6258","29544029074.1594","39785143630.0369","39959402070.3162","40426237604.9981","42040115762.7912","41228677570.1837","45051988704.2153","42362126737.3185","48006719028.7204","55564828656.2541","65704638524.8218","70041740216.6996","81902890483.0221","98615710257.7744","105433838866.239","71766068828.6726","75038955325.3967","83030370296.2792","76760162737.1863","77796801806.1586","74459455558.6327","58806695990.1068","58351635008.5751","67198318453.9203","74302405230.6136","72690213779.7881","67786592269.6837","83621219199.2786",
"Fiji","FJI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","270166705.229347","373561368.633154","314722248.944853","286943410.239859","240919470.545742","258092426.065621","235272870.525251","275849081.884207","328494000.522568","372869703.025678","377123595.505619","415555768.137799","362574823.414201","349769265.614284","370936096.382416","490190386.749765","519649205.972981","672201239.93444","535646873.430654","428927346.08964","537716570.41315","530125262.748025","496959366.840318","464124766.067662","651015610.400453","634301946.213164","680569041.225776","659151820.711957","722647098.888009","901997972.197339","615098781.722361","819747577.519129","1071737361.20346","1205131843.83935","1143327158.56036","1208532271.1784","970193385.833282","921839857.489449","987051789.158857","1003626839.86929","1026264878.14474","819285988.063504","887479365.376967",
"France","FRA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","50277985062.1309","54049128454.5787","61762929556.2259","75223478833.5458","95367765892.394","107886461275.277","100652293433.703","91745655499.5027","89883912825.6524","92636176309.8557","95969397581.9509","118751644652.604","141121810766.214","160223610884.5","171543341410.039","207665874441.311","208616818435.271","226870276571.766","199239762514.713","224509589368.136","270595648089.988","274325727602.03","282080806733.415","297937402620.639","296888441561.931","293575962151.954","291429405978.073","305728559509.919","359538130318.686","416747018805.292","439682814150.177","485050114198.179","544317055319.308","603017980306.941","471024855361.831","507694913963.362","586877089234.026","560945162396.042","582360831410.263","580548777451.352","521964034560.05","521165544454.912","559707627133.765","613300698820.325","596381408863.903","505058633994.705","620185222764.242",
"Faroe Islands","FRO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","442170000","472100000","476780000","516160000","537350000","593740000","618710382.709895","603271415.632384","650545533.590401","745177953.882627","852401883.154792","765685711.243353","835113982.83451","1005991137.53082","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45043800","57029100","58659300","84021800","92498000","88086500","","","","","","","",
"Gabon","GAB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","1308629874.24229","1815001013.83095","2084394768.51223","2200223766.47499","2160397114.0814","2000125773.34691","2017820230.3195","1951418373.57017","1074194797.66814","1286365947.99255","1195575388.73834","1626007852.56269","2488753705.87218","2227878794.79381","2259231295.80995","2326225453.81198","2365253770.86213","2726790127.69061","3332868537.23232","3032514782.92118","1907623721.99892","2494702233.98877","3316005160.26656","2610283063.63895","2553387547.70599","3176741230.1011","4069151643.46304","5456881214.66911","","6835631258.04965","9102957319.90753","6375786637.48785","8857671179.80203","10150682273.9748","9782623975.85658","9358638267.23983","8290404600.92987","5112624089.88177","","","","","","",
"United Kingdom","GBR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","19507184421.5625","21994193369.7604","23509598973.5047","29105621844.4722","38105188026.7158","42474645187.6054","45033449467.4394","55318972588.9753","67121225448.3555","86017951175.2374","109620156989.435","102157833367.465","96659535129.2579","91962968443.431","93486501107.9328","100861907957.734","106429425335.104","130467035085.572","143725235041.627","151440211077.531","182804218154.588","183505615722.683","189366178715.846","183312669558.981","207187950824.535","242317882188.595","261247038689.411","281536902140.816","271723174226.581","269169097552.809","282693443009.902","274516820278.549","281132109141.404","307075070497.841","349969584089.86","385924144799.801","452712044718.835","445934426354.758","467973204686.583","354608118001.148","408865274690.281","482215049027.17","468786527243.921","466180279301.502","473528380864.721","427336848270.232","402141254505.972","434898196308.601","467666167328.864","464243087092.894","394446409465.538","444558093933.814",
"Georgia","GEO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376500000","299900000","329500000","478268156.8","484859636.66","574299221.81","767531420.24","1055062736.17","1413899872.71","1586400630.64","2055612535.72","2387584323.34","1853711315.51","2393250864.69","3222953096.73","3459098760.36","4190759926.77","3995072599.87","3021038528.5","2864698017.19","3569916755.76","4406503034.22","4945568726.69","4346525927.47","5539339212",
"Ghana","GHA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","800960926.990234","779047762.990234","889569294.556641","892790904.769531","1065700000","1103600000","710700000","607000000","439100000","565900000","632400000","749300000","826800000","881000000","808200000","896800000","997700000","986300000","1063600000","1237700000","1431200000","1570000000","1489860000","2090800000","2005500000","1936321433.4","1867114037.80784","2015190115.87","2562560896.5","2704467546.23","2802195812.49545","3726674819.51184","4172139004.47646","5269730512.96","5839700000","7960080000","12785406532.538","13552347534.8","13751918378.1093","13216778566.9649","10321186611.031","11136878169.6733","13834850000","14942720190.828","15667527637.2012","14471527062.7428","14727459381.0728",
"Gibraltar","GIB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","506640000","544640000","511870000","595570000","671210000","687130000","517150000","561100000","515670000","582750000","636532000","626100000","692960000","635670000","667477322.879769","734671471.001658","707008000","609262640.773016","725550000","842810000","1032580000","1203200000","1342010000","1049720000","1471210000","1428340000","1927590000","1886260000","2066340768.65032","1781147781","2414302953.70248","4595010000","3978070000","3945350000","8931210000","10238880000",
"Gambia, The","GMB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","42114442.3243639","56888954.2343759","50314272.7467132","39765442.990623","55736812.536989","51315584.9446364","74295672.4092287","66232244.020292","46723660.7743368","76943626.5818751","83563600.5849702","92932325.7320562","114164347.337078","129907443.473242","150915357.913499","152428797.504202","123818447.021819","122116267.94365","117206253.780613","116517703.959085","","","","","","64763795.2472515","106803699.623433","104324892.12762","108864032.552161","134326682.929104","205501524.200095","174206723.228718","139924084.966761","114484164.386543","125849801.640905","131408760.762595","123864451.210503","107519931.788622","91204884.0689343","139399656.500864","157697874.331337","154459514.316801","70055726.8388251","31655923.6835075",
"Guinea-Bissau","GNB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","11800000","8600000","17400000","11600000","9700000","15400000","15900000","14200000","19260000","20440000","6470000","15960000","33210000","23900000","21610000","48860000","","","","62888919.9617419","54381121.2350418","65010288.3613214","75747019.9694824","89618682.4582105","74139860.9142803","107040670.023181","128131430.645035","121641030.441394","126600766.843605","237992931.991247","131358384.861402","152792474.85706","165964114.807862","252246891.92875","164008200","340159827.884881","339532095.575609","248788803.625246","213798110.161763","",
"Equatorial Guinea","GNQ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38484502.2102479","44646901.2059602","32707612.9892215","37816127.7385773","37347543.3284766","49536857.4425754","61063859.605075","61995152.9036511","89927159.2792219","175313408.152952","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","2258000000","2583000000","3036000000","3991000000","4175000000","4884000000","4273000000","4179000000","4426000000","4357000000","4586000000","5699000000","6015000000","6074000000","6458000000","6911000000","6076000000","5112000000","5338000000","5918000000","5890000000","5576000000","","8390919224.39795","10120149406.5","10502103045.6506","9771471868.00477","12485857067.3983","15629355370.892","17461520086.5922","20138995839.288","23747394212.423","28869024559.3647","20993418270.515","22244488075.1191","27471481984.9107","27884573854.9904","35699800208.255","35577819516.8487","27518376686.1592","27229570716.257","31702637913.4983","38208484096.7603","36308417144.809","33035804104.2281","46237172635.9073",
"Grenada","GRD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","14259259.2592593","16900000","21400000","17400000","19000000","18500000","19300000","18200000","22300000","28962962.962963","32259259.2592593","33185185.1851852","31111111.1111111","29285185.1851852","25318518.5185185","23518518.5185185","22740740.7407407","25240740.7407407","24570370.3703704","24925925.9259259","32800000","45948148.1481481","74296296.2962963","82959259.2592593","63604511.1111111","41411111.1111111","45544444.4444444","37509111.1111111","32865137.037037","32285492.5925926","40732086.6666667","40466671.8518519","35292697.4074074","31126358.5185185","37153500.3703704","42813457.037037","46520555.5555556","46773412.0739259","43712080.9367407","38532402.5296296","41308471.4111111","45511794.8518518","47949438.7201448","28554717.4521101","48756103.3333333",
"Greenland","GRL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1160200000","1092400000","1221400000","1519800000","1291300000","1170400000","1091700000","1132200000","1059700000","1043800000","977900000","1073300000","1126100000","1211400000","1230000000","1283700000","1363200000","1550100000","1991000000","2061300000","2390700000","2561900000","2492900000","2713000000","2464772781.1","2473154944","2631743683","5105100000","5459500000","6082100000","6983200000","6763967850","6181335510","7195611440","8968698780","8579639570","8663107030","9375330050","9084883040","8972542240","9650544060","9644081760","9918523510","10126634020","12413545620",
"Guam","GUM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","259333333.435033","295607843.25318","292705882.467728","388862745.250534","346417777.900949","241433333.413811","193333333.397778","216882280.271508","214024231.780679","","","","","","","381700000","415500000","463400000","495700000","572300000","590600000","545100000","522300000","502900000","485400000","490100000","508000000","583994000","545631000","579602000","674881000","801519876.9","768183772.6","884979901","1129076608.52","1415453833.14","1375114817.74","1167188505.31007","1151257152.43","1434405435.31271","1437329894.2146","1377136300.18852","1567001510.22061","2589971095.96549","4355912633.35234",
"High income","HIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","815744644167.207","920049228442.129","1083397777229.95","1383394705460.57","1662626509733.28","1655939419378.03","1512773689530.75","1451807592982.53","1519864399830.98","1537241784604.14","1751585414389.43","2073872738745.71","2393801490755.23","2583024348762.06","2978706025163.68","3020971613969.34","3213743629404.8","3110328943420.23","3503791729697.2","4260231664896.87","4469159046294","4605183323260.31","4525358292814.48","4659951535922.71","5142226497257.38","4900478474047.45","5050290529585.32","5820589124523.59","7000767976563.02","7757088836354.5","8799925774349.08","10058375072030.8","11289252304613.6","8760937880596.02","10407846972057.8","12324591038285.2","12297222553992.9","12538150787091.8","12596639494842.5","10994582071171.9","10801835646155.1","11837649017712.7","12896946161137.6","12445586805807","11432947143347.2","14240556078908.8",
"Hong Kong SAR, China","HKG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159979557583.061","157935916863.183","184763525174.534","176798128147.139","186196590198.545","209509274212.709","242916629318.948","274879448874.468","303914019681.889","330035509993.039","354231083007.679","316630769592.679","388900875385.45","437661329069.818","468397764136.841","506204161924.829","514159789627.453","501727778223.763","501549550046.617","540460084776.671","568131304856.384","543059444197.572","541267844736.131","674502518844.849",
"Honduras","HND","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","303949999.937011","313100000","415500000","534400000","631200000","763750000","860100000","792950000","685050000","707200000","746200000","805650000","902100000","830500000","889450000","911200000","895200000","840600000","839300000","872800000","939500000","1189700000","1434500000","1548600000","1611900000","1217800000","1314705269.7158","1284495947.91089","1260374971.7981","1364490592.6305","1645233030.17923","1898017952.95687","2108748545.71596","2542674036.50496","2848173164.90274","2375026868.65321","2831735680.93572","3977560166.5119","4419765997.59784","3915824468.80243","4087751950.56074","3991554376.33511","3940383961.12965","4573643423.30512","4365091335.10389","4265179404.52282","4291256955.36556","5236038041.55857",
"Heavily indebted poor countries (HIPC)","HPC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24820314572.6988","24488396852.5255","23640669585.6588","27042022141.4749","26977124467.8109","28764489251.7374","33910517121.6034","41784973841.3729","50424903945.8665","62186821220.1141","75587316217.875","94330054675.361","80829347124.6408","104104927106.79","125819425045.685","128153485624.543","133932358208.78","136474030207.458","110142456240.287","110282256578.79","126487251711.797","137015926103.645","137575526243.163","137328619281.924","178983943965.309",
"Croatia","HRV","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3910314000","4402796000","4517259000","4643474000","3981320000","4517196000","4341979784.584","3163299916.20404","3345891534.93227","3978359988.40785","4896256543.66967","6629732247.13117","7525237049.90281","8975437399.08807","10512997254.3094","11710962972.9315","9171276948.05005","10684153211.1631","12182424584.9234","11139866965.3578","11853687175.2287","12512227788.65","11292486604.8066","11613138769.3603","13204517233.7336","14404843883.554","14344882192.7711","13736048801.6298","18426316864.368",
"Haiti","HTI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","45300000.00906","42879841.9894152","54399999.963494","70039941.9243928","80340000.016068","111940000.022388","137640000.027528","149920000.029984","137980000.027596","215800000.04316","151120000.030224","177140000.035428","186560000.037312","214580000.017882","223000000","190780000","210120000","180380000","148260000","265800000","166580000","73400000","80270000","60290000","88300000","82520000","205400000","294770000","343260000","331700000","305220000","274430000","333830000","376860000","459620000","495180000","522080000","490196880.686743","550996460.740857","563381980.892499","768085376.539295","778844547.422123","914907901.429515","960929834.11938","1024284731.50087","1007457566.55825","991398484.21463","1078506622.16601","1201776090.59345","885217537.126171","1130223475.50098",
"Hungary","HUN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","9038111631.11223","8977962862.70649","9089965160.92264","8577935889.09684","9197975656.82605","9967098172.34738","9988949655.22429","10492947125.4145","9151260810.672","9687529645.44614","10096604496.7778","8118736151.77389","7648220894.15598","11297475280.8806","11947574970.4163","15080009950.8659","18462289250.5089","20379578893.6107","24476084604.3191","26724180053.5986","30972099191.5017","38548335247.1254","52170305747.736","60095050070.6108","71444353178.6392","91650574856.4252","105753641074.078","79295688985.4959","87582997362.2656","99810386212.5076","89883270321.1469","93298597967.9753","98055213653.7305","87033701008.6758","86948512417.396","96278354987.6629","104603211581.616","103617980571.302","101421382472.5","122121026874.849",
"IBRD only","IBD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","329590543691.788","329836127071.677","349979713835.509","331114372974.47","289083213510.542","350621399907.867","390263322023.254","425563438011.05","484039691686.648","498626562870.159","544429142071.773","579391712020.263","684923036864.56","834959367570.836","924405308978.987","892826587450.989","885977603909.763","921167437270.198","1135562955857.02","1109551776604.66","1189658209137.03","1615719900458.41","2069934260651.81","2573551729098.7","3166635640809.8","3792070832601.66","4632245974011.05","3597117237086.91","4622224448565.37","5708697599951.62","5984165121789.06","6164935619916.88","6190517339052","5387401249133.34","5101969368348.49","5818366980668.39","6469183073992.17","6377097713853.6","6114500547109.9","7966563105337.58",
"IDA & IBRD total","IBT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","366326873988.289","364661989386.506","387667572904.122","369501418978.614","318959414215.303","384903740503.34","425766869501.949","465069062409.422","533664891175.341","546492600143.699","592404082463.877","627674348364.999","735907376079.671","886083539676.224","980318476227.759","948436750297.991","937572345310.2","984310298934.386","1213687884767.16","1187654792617.13","1269046749529.61","1714592335790.45","2195006986139.2","2736315524534.44","3351410753750.22","4006550584131.24","4900137137372.48","3810926395202.53","4897241552819.55","6044169151408.46","6313257794277.1","6508552781379.06","6526919832633.24","5654675409169.44","5357769452444.54","6112265622852.95","6801522067201.86","6719523596764.15","6418674604394.52","8357159630947.72",
"IDA total","IDA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","31796149879.6205","30029794053.0531","42061758461.5248","57234180551.1008","46590170291.7315","36984286980.0485","35106453567.8717","37973276459.3544","38608894472.6491","30098296680.8618","34600449385.9618","35922922523.6879","39943483818.1481","50037946061.5507","48342526040.807","48571490371.8642","49006175863.9194","52010402769.5448","50717294300.5763","55353458848.281","55340381642.7334","50801449629.9094","63804470639.7327","78985406555.7267","79173017571.7895","79976091042.9017","98607844766.2429","124546278376.913","162948693817.283","185202294712.437","215089917673.398","268573801983.906","214266384954.216","275599174815.952","336098280396.003","329253222135.621","343846902153.462","336511888103.077","267293186262.088","255824134503.912","293960218902.084","332494644369.236","343479354002.567","303420634215.211","388080458252.993",
"IDA blend","IDB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","17594873390.8222","16096658904.7121","23937333090.9734","35187538558.6041","26805763235.0368","20364108946.4472","18888920542.6765","20646827991.8064","21843031295.043","15014220176.81","18184691008.2529","18761348909.4319","20250863790.9695","27074467907.5284","26553295304.6082","26861486554.3148","26336938152.7479","26795104501.2219","21844736634.2959","24338578280.0556","23231711472.0443","19353082741.7343","30283792242.9468","39576823564.9365","37935504771.2963","36602916860.6646","49761891790.3467","64747715650.7458","92561505327.9833","99766848654.845","114547725298.334","145564061260.484","106683024748.672","140130934844.407","173259859687.819","165759836646.143","165613879876.354","153874326107.797","107368516655.681","93019336523.588","110216323916.28","131230520682.891","138526589257.801","98567097335.7558","127395920650.305",
"Indonesia","IDN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","23348000000","19747000000","18689000000","20754000000","18527000000","14396000000","17206000000","19509000000","22974000000","26807000000","29635000000","33796000000","36607000000","40223000000","47454000000","50188000000","56298000000","50370971800","51241887521.75","65407380000","57364570000","59165120000","64109240000","66084130000","81682380000","98250970000","111301169992.494","132209690385.397","113266436145.816","149965835842.203","191108701477.775","187346549960.437","182089226647.552","175292794720.977","149124481790.503","144469786220.431","168882513334.985","180724984049.209","168455366018.617","163401805727.815","232835281716.986",
"IDA only","IDX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","17080536863.8795","16164682765.6092","15471838013.4144","16526724759.6217","17319753863.0153","20090035325.8258","22801898422.1507","21479831975.94","21308886416.8597","22592508230.2179","25595153278.7152","30609736835.176","32751968196.4089","34197392746.4592","33898195650.3289","34873938517.2832","40479424164.6535","42816111367.7476","45462791201.1142","50211368930.3438","61033470818.0982","70017619393.7929","84872414671.9638","99849013160.7601","122219627368.859","106630276429.554","134300039085.326","161238461112.5","162220085053.735","177320832203.523","182202144810.21","160071702118.755","163270629425.086","184319445638.853","201994530856.012","205924863302.153","206799795856.112","262956710210.294",
"Isle of Man","IMN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
