"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Lucia","LCA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","19099918.5721147","22600000","26800000","31900000","46000000","41600000","41600000","47500000","47800000","52000000","84407407.4074074","81703703.7037037","122259259.259259","116037037.037037","130951851.851852","113885185.185185","128518518.518519","124911111.111111","99900000","114633333.333333","86314814.8148148","70222222.2222222","70359259.2592593","60885185.1851852","52848148.1481481","54268148.1481481","69315940.7407407","71793481.4814815","96306838.5185185","88766251.8518518","96641362.2222222","101212971.851852","172468942.222222","191317649.62963","238887513.703704","192268976.296296","212435634.814815","205325962.592593","94409207.3555555","113637323.066667","90111663.1962963","93577180.4962963","70370875.8074074","91568570.8931774","60820352.0371215","65059741.9315648",
"Latin America & Caribbean","LCN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","77202306004.4857","101980266654.83","109971985235.394","99771880517.6792","99557166432.0795","110845992683.479","104515901867.738","88053670404.4461","100079587445.348","113951215382.681","124981653760.819","138535523284.942","137940693468.609","145227056508.828","154359204647.638","178488135567.363","218651926183.12","241902377651.137","263131848660.691","306645232129.06","321600232759.647","389037678739.645","373372725529.774","376477116996.243","410666290801.107","514247888507.705","623539243604.338","746340634891.347","841160419901.721","978080245894.261","756940777409.362","961759876116.018","1200082152440.28","1219091648560.84","1208378781044.75","1173498051495.29","999413799094.473","965933575784.964","1080102993454.12","1177316557919.76","1164525446942.2","1063031404120.86","1360651613407.59",
"Least developed countries: UN classification","LDC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","12451011314.1848","11485127639.2273","13101558985.6761","13915871405.3678","14929200812.9418","16847442756.3004","16059832191.8609","16936219368.0666","16481113015.0014","18799476593.1155","22763545441.78","25361813134.0215","26373277429.7405","24749227371.0067","27636246800.7052","34392030347.5701","34324708316.6525","37639846286.6555","43505519191.0265","55476561061.7334","76139027499.1012","95497812693.6637","121318091287.88","158074137097.074","120714648888.835","155633174638.616","190088514403.471","193134248481.198","205538391188.874","200630360302.637","157790476328.916","155003050322.19","177633105237.894","200328916335.304","195920007707.138","181335955955.669","245236818620.43",
"Low income","LIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35701153429.334","43673517728.8102","54591550577.4865","67536548376.7453","51608737353.8161","68474100238.626","77144000741.2765","72289678670.6555","80290100065.2131","80350992019.9911","58833796541.8905","59008651792.5664","70568969187.7788","79499173350.2174","76799119929.1255","81711437292.2754","111769319779.771",
"Liechtenstein","LIE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","558428275.8926","559557774.6687","761587461.6807","845720789.2176","981142988.2233","1061631496.4006","1062470894.5514","1013852739.5876","1061234125.3871","1461590786.5459","1315818942.2958","1208534254.3807","1393851561.3933","1477088635.8059","1505056265.5871","1853044881.7788","2003321889.0561","2301402862.7947","2785691283.1093","3208341503.9246","3797932903.5956","4095240235.2693","4638651544.9601","4807964036.992","4596186229.7905","5439551442.7141","4816890000","4699150000","5133210000","5757240000","6346727000","6882600000","7639900000","8110600000","7084500000","8625820000","10558820000","9773529592.37795","10394251512.7516","11130069941.7865","10546498918.6382","10309740477.6898","11360418564.9976","11889634107.4538","11940012504.1535","10047427168.9373","",
"Lower middle income","LMC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","123031782945.106","118585751317.188","116137711974.685","117541112959.895","111125466097.51","84989848308.4199","103591469695.781","108574213239.113","124212142380.9","154223746356.78","156006209709.647","167511620513.877","172387802849.625","190486924640.555","210244682791.007","230570780877.193","246071507018.718","227849452882.122","244161235005.46","301684924347.328","290392490281.545","308294160903.478","365281628151.896","445874403479.738","558701737458.033","660266919459.894","781938072010.039","992078911094.264","774433506008.922","1000741901838.77","1274758354912.17","1291146346391.14","1319028315698.44","1319302073791.83","1095500320337.83","1075172672234.38","1250149509176.64","1384724360889.7","1399277014037.79","1266807025558.13","1683476003566.3",
"Low & middle income","LMY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","311420474673.924","312913186084.241","333555740071.677","320522788016.632","275412024811.773","337103200745.199","373325800911.34","410034256285.13","474271607030.237","492198452701.73","537730591416.659","573441955582.122","671740072168.743","803587686573.664","890017855803.922","852290111627.85","847646389202.262","893922755853.816","1100033593121.35","1074868585459.1","1149451227438.97","1572147203624.44","2006532816740.94","2510699278555.43","3067790909288.95","3668271022798.07","4487173422156.42","3496357856887.59","4521184274601.99","5578266463502.72","5851384907235.84","6034260619891.61","6056584213919.46","5270569026367.92","4979824122177.02","5680614530519.02","6320965422215.73","6245254994947.64","5943495235662.61","7756850619101.64",
"Lesotho","LSO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","13522508.6260154","17939999.9844","15179999.9868","33004999.9713","39072585.3728828","58163890.22699","45238095.4757487","36114130.3417697","29795197.260944","27992974.8303841","22731766.7837254","25435465.6679275","46515806.9141405","64030705.5868086","65928612.8944333","64517827.7479867","67519084.6768249","109083027.250268","134476101.111323","143485197.692609","160078100.396012","194993146.139906","247780168.175529","245198961.52314","204726273.223747","245033370.182868","356355216.202368","420445033.822156","561093540.436527","664450385.652263","634295978.109317","718189126.549353","829702775.547221","884044198.270496","734145630.020601","877656595.602988","1174791344.07216","972355680.313474","847058693.27005","875675941.682281","928611432.030274","881332185.340339","1028349575.78028","1221141694.67163","1063508873.51886","888797225.755818","1060877473.28347",
"Late-demographic dividend","LTE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","180113366714.92","183833196705.491","207707922597.767","196952969679.408","190152543071.166","229534166626.911","269715020828.63","293485649799.563","311374268014.409","326380308765.287","375322072329.102","411304431035.425","506925693077.141","623123815532.419","679026941622.633","615832534618.858","573283712182.368","594299170670.77","744868558308.776","738413469703.315","796861377433.25","1219165855886.79","1625203701079.64","2055820944355.72","2536853108929.39","3064392752920.44","3720238829503.26","2931040024674.24","3732951728861.2","4624467768627.34","4860652100961.67","5090303400635.98","5176773493677.23","4616143409123.98","4326240187179.11","4906945504217.58","5498744989895.71","5390546525646.28","5338218231200.96","6881782147921.66",
"Lithuania","LTU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025766033.98478","2029209527.61442","2706095000","3413150000","3398050000","3111600000","2324757500","3112837500","3855325000","4551917178.14463","5788554279.46352","8371250636.78031","11210021346.7044","13570935925.7606","16243047654.7661","22679951365.2533","15569445920.6556","19408634272.7518","26231485525.961","27484416393.4079","29393252407.6519","27274887609.5783","21797845831.8932","21536926312.8952","25761606302.6171","28955487005.7667","29049286326.2767","29236161038.7742","37365119550.5542",
"Luxembourg","LUX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8564403833.28216","8635025560.73509","8998272777.05571","9356833845.58474","10900512579.3544","13564430308.4724","14402858330.4463","16972081449.874","19364644085.7402","23436394922.8275","17671917237.51","23067541794.5704","28368801450.5682","25876276457.2527","27781611445.3724","27887846314.024","23651792391.1501","23886048210.0979","26449946768.5857","28272900681.1662","26889805662.7675","24379240189.3388","29409175504.9548",
"Latvia","LVA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799870954","1054374000","1021721000","1367556000","1220856000","1446650000","1591200000","1472600000","1320632273.3755","1467396866.64472","1717144161.72787","2200702281.36344","3356117900.64935","4802928906.92313","5621288816.99791","7761428688.33817","9083653307.72547","7019487531.36377","8828553085.28137","11681460735.5789","12485851949.2524","13077254980.2539","13693385426.3823","11578687046.9693","11609652101.2241","13161497780.5388","14851141942.5641","14284486899.5399","15387039141.0368","19120123101.443",
"Macao SAR, China","MAC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355830715.80022","2580661093.45048","2812341293.35291","2474495342.50936","2557202250.42381","2542426879.815","2046687227.2016","1034521757.73035","974777569.179847","1060611932.58841","1399725834.35249","1493341507.98734","1786989297.89415","1959887182.7148","1546518791.56068","1746156336.33736","1969165074.37213","1855427531.3946","4249649114.49522","8158363914.14224",
"St. Martin (French part)","MAF","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","1539301478.79279","1262413554.43011","1301254715.53308","1502638497.72214","1955049422.79836","2450055303.62461","2320632923.77172","2070389078.25272","2075141195.29677","2169902076.66323","2161591315.26191","2428045651.77696","2798106283.77631","3624004921.33778","3330635460.88262","4229137957.35637","4282752640.2536","3977570531.30902","3695781789.06732","3974044616.1812","4712633325.99227","4745707808.48091","4677075796.3593","4667019918.5288","4865255063.97923","4860330166.58436","4704088967.72752","5098232852.16301","5529935422.81907","6483546704.68817","7328056003.52154","8038370872.42962","9884669614.54865","15252247953.8603","9166096929.49936","12309391164.7955","15945749511.6342","16991999569.1056","18261756867.4519","19977019526.1827","18618821762.0766","19054117273.1108","21506087029.5432","24619714761.3292","24694700800.1091","23678514762.6746","31616674233.6333",
"Monaco","MCO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","618477000","739020000","822850000","833670000","575030000","400480000","375700000","443580000","524580000","655890000","794370000","886100000","786950000","1026000000","1179730000","929510000","1164601249.64333","1742496062.16333","1687510000","1898130000","1816490000","1506940000","1557780000","1866090000","1975050000","2118040000","1944420000","2562230000",
"Madagascar","MDG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","240170749.313212","319534012.922707","289014942.154047","350661178.523376","404998781.385301","413781756.270865","436437644.675593","331909843.288112","327218400.566399","309932067.084964","337141296.383808","291285364.408603","322988039.807345","326501727.126485","284498687.614301","321334632.625219","317612728.781646","335100470.752332","326250469.428996","334557349.124051","449699698.67988","504921701.709673","487519652.192612","325780238.311504","336751674.431724","393578700.70141","416345471.733265","533276456.000002","500912682.217213","449484053.9","449294956.900001","830775687.867959","968904284.334079","1239005248.42619","1314383136.77181","1053628511.39625","1149778180.04392","1473088462.39181","1516163420.35346","1821876609.97487","2192525293.98057","2046513284.94142","2160447683.67501","2804375509.0987","3035724609.31613","2612087658.60379","1948329537.64657","2707724600.05556",
"Maldives","MDV","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","5000000","7200000","10700000","12800000","15800000","17300000","19800000","23100000","25500000","31200000","39800000","54347530","63700000","78000000","76200000","65100000","52720000","75430805.53","85011564.5331811","79939369.5352115","89650900.0500521","95626120.1098675","91485787.3533231","108673435.92555","110209441.083893","132449998.765674","151994610.476423","180972519.023918","161637204.420954","225246511.267741","226956110.449805","331382361.070816","169042040.132295","197500739.115292","346378682.091702","314420378.585653","330965130.495124","300867069.575389","239837304.463863","256195090.967598","318339267.046951","339229050.537794","360685658.677895","257624353.595346","285385371.721407",
"Middle East & North Africa","MEA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","9301000000","15511000000","20101000000","21230000000","22312000000","24196000000","21664000000","16158000000","20495000000","20547000000","22842000000","26838000000","26855000000","27516000000","30031000000","34612960000","48438290000","58788200000","64863400000","117737698640","136560128840","166395943680","159035089820","161277870040","164986069660","188294095434","214632858400","250319042626","272292994548","291886300717","229975039438","298859823180","350004053453","371441826319","380728973894","397651459688","380982474705","374310523215","409806219300","451082234752","460939573417","417322823429","495089717352",
"Marshall Islands","MHL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23464153.8967663","17904703.8101683","18327299.8183597","20232770.6229738","20786745.7104334","45573226.7769994","66476995.9282757","106788967.033275","101751550.88112","75832581.2052808","38645555.9811202","37646748.4811202","69388579.2237461","85995959.1811202","45573226.7769994","66476995.9282757","",
"Middle income","MIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","302889191204.621","304440644678.996","324817290310.9","312619407781.446","268428471415.992","329459293647.802","365285809793.443","399794249135.628","462641129989.565","481695844670.189","528104337562.354","563609204604.676","660676701981.668","790674734236.371","876036564051.858","838620031823.919","835252684261.906","880821920667.707","1083729050954.81","1057576356662","1130263027251.44","1551222397850.85","1979535182410.84","2477421958195.13","3027080837163.19","3617307065527.26","4424104372884.25","3448198481061.3","4457225634000.94","5505155129126.38","5781516063105.88","5957672537337.82","5979899350303.26","5213123784743.17","4922680265187.8","5612723221585.36","6244610610272.32","6171266416623.08","5865978096490.82","7652301310368.22",
"North Macedonia","MKD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775920000","764890000","696205341.924623","687354088.365304","688973176","604909169","593385808.61","762765744.3","1046950226","1406720901.3","1787983710","2558722054","2996390236","1891910613","2617244957","3338572447","2965108634.30682","3155727912.92827","3687188591.35621","3376974944.02326","3903258992.50664","4615178299.12963","5752885868.48835","5981978927.15555","5535430677.90724","7096975574.46867",
"Mali","MLI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","71857550.2243721","94371012.1595203","124593125.413749","94169945.2341645","145730351.546943","204941741.357841","154196356.758663","145767159.348235","166768995.376677","192009886.94999","176066149.594389","205598574.177342","255875689.085947","247105724.827694","268488312.490591","334894573.349212","370604181.377394","364046032.883356","371941801.723816","334921518.955082","441832506.236541","443643674.762917","569342877.561162","567351458.931495","591346482.187425","545450082.973217","725755972.324094","879245164.576934","929773052.380553","978186605.958252","1101300692.66605","1551627564.52203","1557746500.54626","2104147786.59034","1779357223.52751","2054591327.37868","2392908835.07543","3000961528.82703","2874116179.57556","2783096628.35186","2717798728.41295","2827967888.59615","2903428335.58143","3585281659.26705","3675281453.25559","4794043319.98057","",
"Malta","MLT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","51337788.3439862","81503935.6394187","113883892.96871","170954952.905555","199332958.459738","254742112.434047","318960635.835027","362236734.927743","462242308.874501","537596018.076956","499869624.881947","445476990.229052","406059287.29055","426432604.206465","435463759.466653","534106885.217957","652982464.603584","780096114.12797","891267387.389973","1191790175.90233","1324553547.25941","1603545261.66163","1400849967.04067","1613667580.07018","1944905908.04438","1781455671.49864","1676183228.49848","1830017180.79207","2022852866.04114","2483988594.02885","2029562692.61299","2346615447.43735","2599908983.18003","2720850881.7238","2544580277.36347","3238209457.06689","3696501016.99358","3652800210.06631","2796839572.93174","3345858199.27559","3953506678.08886","4117150705.87736","3777115345.15462","3356954506.17202","2984806711.74097","2890279170.60022","3463040830.13887","3778077482.69266","3859895111.8572","3443285436.14806","3584499592.17682",
"Myanmar","MMR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","174266855.215601","207654402.534131","275618868.521636","366275658.098493","432655513.206922","537861333.369141","427186820.961193","378760495.903631","367785195.211564","310750786.522324","330747182.402281","219600185.256514","165675676.589647","222785107.64019","222561318.803814","248208683.413163","531301139.985914","630895694.153818","857359502.319348","933238773.841044","937879657.722167","974532500.398959","1065148646.92793","1070928696.65065","1195108984.41437","2036955438.31629","1985874132.04824","2329005516.70186","2669379128.82906","3502320472.31266","4221698958.20091","5402494811.76368","5905367870.45539","5903449906.03202","7334734734.75803","7699035580.07335","8220307242.73234","9403775778.93114","10026283739.6235","9957483516.83612","9234804283.57794","9810554818.44855","11075561646.0452","10840841174.0728","","",
"Middle East & North Africa (excluding high income)","MNA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207148224057.259","252622341042.756","301020123009.218","408017291170.355","262429317178.288","325910182321.69","360255818595.317","435029226262.604","403669665295.733","352950660576.966","232645904851.76","204144851691.434","262981234193.927","341519572141.345","328134297312.148","221208594627.999","324686801192.419",
"Montenegro","MNE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648334220.984692","623167478.623649","383721515.234786","448968163.227892","654178480.911196","497633724.957311","525252252.045382","473231497.900562","366221058.962279","388020353.010202","434357986.208705","514288536.822923","520790747.713702","468945539.803775","620771461.525215",
"Mongolia","MNG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","438100000","518600000","556800000","596200000","566900000","740900000","817100000","829100000","795800000","444800000","346500000","355800000","365800000","367000000","451000000","423400000","568500000","462300000","454235829","535831384.81","523158147.86","523944720.97","627300000","872060000","1066100611.13","1543882800","1950682432.16","2508571363.14765","1880866790.66513","2907879726.66","4055998011.44327","3800449204.25742","3789369723.54897","5470846490.9468","4446401782.18698","4803976535.61763","5834308756.32769","6556543073.88981","7182845038.75015","6990663057.03968","8135740052.28886",
"Northern Mariana Islands","MNP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745256186.74838","2381131626.05861","2412120000","2653259647.72687","2147183334.65897","2333250120.26911","3118274486.78356","3855538399.30494","4122638380.78424","3916382362.21829","3413270865.70162","3328235536.3976","4725302368.26399","5197179533.26497","4668914892.79108","3588450286.8694","5582547112.33727",
"Mauritania","MRT","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","167315287.939526","181865633.107672","157215585.555406","118581099.3772","147170016.887291","196301425.310613","269919765.335174","240027043.124125","315370815.221492","293793427.722902","371524940.003306","418756302.521947","402404854.828885","437611418.068274","447893463.052823","443895842.895955","435763461.636244","406771481.18251","402985507.046432","399652033.178232","476402820.410733","480040809.88182","423619281.763106","358640143.96187","","","","","","","","","","","","","","2640958168.01206","2651470171.92065","1938072314.13513","1388560350.79283","1400680263.05813","1722378603.23909","1895040485.39489","2319241120.86905","2590779667.20274","2913808280.92013",
"Mauritius","MUS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","264610249.945126","307235548.561591","319635258.903689","384742916.915358","433611859.748549","334245630.089378","366519353.799498","371256257.38639","376874954.724894","453489238.026844","698481338.991055","925826945.500992","1030233912.3624","1025261588.7019","1238069180.81022","1253425346.74066","1334686239.18055","1334426940.12503","1376920664.20322","1571695749.24342","1810557125.92999","1600113341.75746","1669302890.67694","1589188620.44333","1552221327.29993","1628242397.18244","1801304543.25276","1898095891.86779","1993109477.27522","2138353971.2631","2328840080.89032","2237898295.05213","2383940827.25842","1938533432.76545","2261494860.83247","2564999784.17682","2649119895.07115","2868795076.30125","3093875525.06814","2661824492.86479","2376428001.93159","2341654010.06178","2365715959.07508","2222916852.81748","1788849170.61021","1964349729.08149",
"Malawi","MWI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","199794428.293572","184534408.863658","222432258.866628","280755100.216955","272534625.372435","239694763.611827","246177244.402982","311805742.373532","245477760.666328","248405042.284973","277578758.04898","293483682.282538","268778222.332413","406430228.744497","475508884.578512","399913920.910616","317458635.020993","323050499.604815","445467179.993554","509633340.155991","540246014.16611","539555137.16989","448438226.025828","403128764.769624","427911821.832018","422446556.059058","567537365.66996","517522318.338935","541368481.928728","721030301.11203","803225021.881643","950132334.942415","1268360353.28981","1142537954.11528","1517954434.20102","1276630885.20446","1284363622.93318","1532695812.25521","1153803037.58188","1066202435.03416","909659464.270699","945381810.845587","1073624572.96506","826529568.178247","1076315676.64384",
"Malaysia","MYS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","4199302056.36852","3826160819.61094","5292781052.85527","6093162783.20336","7380264462.75732","11073633068.4186","12962568815.6075","11771062772.1192","12069924035.6079","13804200328.0575","16520870301.5295","15250650244.1562","13655160391.6416","17876771997.0393","20979971615.3176","24775903599.632","28805767364.4808","33711910014.3026","39822824728.6432","46237998209.0793","56897254714.6683","71767170168.553","76985066232.6345","77538264663.8011","71882783882.7839","83874236842.1053","98240526315.7895","87791578947.3684","93315868421.0526","104929500000","126589236842.105","141602986005.871","161484902705.436","176545189704.519","199222448138.818","158058040691.539","187335559431.999","215164017942.984","208795078593.323","202285344605.281","207482725606.648","174630973653.836","165520019571.695","186586103000.014","205655448513.781","197272482850.248","186061725691.075","235730295526.709",
"North America","NAC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","59193651940.7812","61485975035.6566","70539931890.5079","97911657005.9676","132589711325.391","140872610514.934","154438623624.713","163696422530.99","190021215939.023","241743139811.618","291774469532.961","308909812287.476","281356637370.335","277108966733.276","309096622410.634","305724167057.074","313298905990.221","349203285135.963","436701038668.176","483802554851.527","517482360732.511","542669687054.163","574432105795.472","603911041955.242","669441267663.192","768148507165.959","816995665664.679","896843635836.144","890380149878.374","946254861731.644","1073006162975.74","1002132415147.6","960566087866.531","1014344139138.58","1152165535640.85","1283603491873.48","1439435636169.46","1595688608026.65","1769046136566.77","1393394160515.73","1682652503176.17","1960344213875.24","2025563695272.51","2060177640268.53","2116054489543.48","1922534316833.35","1851550142858.41","1981133682328","2129253371123.91","2103958737468.49","1822557271118.62","2268882119814.22",
"Namibia","NAM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088345891.90556","1179220769.81438","1311283809.07411","1293125509.54215","1320435451.37033","1418411754.89408","1403724090.79746","1343305445.61098","1278298977.93785","1196814090.4953","1309458635.56791","1146973877.11709","1071605402.312","1261996023.73545","1827466854.92048","2063226776.65957","2648252691.26894","2918265945.16107","3144058994.10066","3021626222.14169","3918541717.92583","3875279049.21227","4162374490.61775","3774500094.99314","3826834504.72134","3210644829.16989","3197456551.04571","3743236986.18695","4189938416.54528","3879064990.77015","3153332089.58183","3542804637.21833",
"New Caledonia","NCL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462088356.937718","778137446.619403","1009202644.41946","1089617352.55549","1343606489.83882","2122423176.53309","1232748318.32321","972265053.23767","1416489168.28327","1683954337.66394","1333529494.34232","1246380654.03283","1602194480.18668","1239093535.97969","1335172986.77608","","","","","",
"Niger","NER","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","81514829.7394997","138517093.244202","171638063.046492","196642224.170651","287650406.83057","484948301.136488","576085081.971583","484629213.011733","381328714.748419","335227986.552294","303272636.340308","259424901.83598","351989379.184288","477399484.620226","426311093.963604","390789205.798476","488388531.61678","351526307.592859","347286919.123803","300417520.387769","226815444.799648","288064616.732717","324742861.472679","271335121.391484","333990011.547142","286896256.6703","283797150.297424","272730241.831917","280762990.470412","352600288.898659","437434787.3177","477741118.669346","508403469.016844","663400817.248693","915849690.703574","1000866643.33026","1152139471.9471","1272054638.00658","1442271781.85544","1588600116.51828","1448276221.39925","1087745053.41218","1032292901.80611","1208704799.34687","1203027402.36562","1125986685.96268","1115530528.83132","",
"Nigeria","NGA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","12373176450.969","10441196935.9139","16733239418.5524","25944578915.8579","17844996141.5615","12149176897.6135","10356015987.4611","11856065964.1394","13114052218.0801","5084572832.20644","7559939661.12323","6875078062.43525","7871430540.27063","13585233677.9712","12253892816.479","11791172220.217","9909995331.39797","9459083469.72177","3651450472.6805","5049925072.37726","4638680046.34695","2556264310.9457","12876266676.4857","19132487905.2876","17991625554.8688","15613673537.7517","23975612113.5392","34766753663.4697","55201459538.9301","56934207070.7723","66051055294.3297","85745471629.2742","56174949003.3987","79618734656.9191","99050952222.7326","96123518929.4863","97022823220.7139","82595804758.2482","45887738522.1211","34703895442.6666","45817488230.3321","61221023098.3089","64977546739.3304","35944162563.8806","46859613686.1972",
"Nicaragua","NIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","636200000","646000000","615900000","450400000","508200000","406000000","451900000","412400000","305100000","257800000","295100000","235700000","318700000","332400000","268100000","223100000","267000000","338600000","469800000","470900000","581700000","579400000","552300000","649900000","599000000","567400000","622300000","772300000","880430000","1644000000","1927200000","2151300000","2091400000","2726100000","3416100000","3919400000","3879000000","4175800000","3873400000","3794600000","4179500000","4197400000","4341000000","4395800000","5574800000",
"Netherlands","NLD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","6894198890.0379","7806353585.51032","9365193363.38762","11058839771.0016","12756190341.6933","15869474327.5824","22316565605.1158","31348763346.1912","33053023232.5422","37521874882.5185","41061044655.6332","46791808051.8085","60036264487.3895","69209908049.8523","64976077744.2247","62308629792.4371","60638322858.1296","61757940513.9434","64432939807.0664","74319456562.8758","87864238901.8112","98479037575.5126","103555844652.875","123503544012.461","123625382230.83","129904129442.641","122031691653.977","135882924199.398","189150611162.579","188376946372.226","181972017462.043","190500031134.529","190553239279.27","197280082903.825","196832722934.581","203106984390.391","256485715910.882","323061244533.153","353609264855.666","401569404286.015","473791646421.281","537979459026.45","423464261794.475","477657488776.189","554904165499.313","546694301840","567629124086.709","570983471147.847","464169577533.971","465613207336.482","520637342321.841","572563873251.804","548880115908.11","524966417649.413","647945034104.618",
